X6R8D5	A0A8V1AC92
Q6XUX3	A0A8V1ABP4
Q6XUX3	Q6XUX0
Q6YHU6	A0A8V0ZE55
Q6YHU6	A8C754
Q6ZMI0	A0A8V0Z3K6
Q6ZMI0	Q5ZL12
Q6ZP29	A0A8V0ZL71
Q6ZP29	Q5ZJX0
Q6ZP80	A0A1D5NY17
Q6ZP80	A0A8V0YI21
Q6ZRQ5	A0A8V0XGZ6
Q6ZRQ5	E1C2Z0
Q6ZRY4	A0A8V0ZS90
Q6ZRY4	Q9W6I1
Q6ZS82	A0A8V0ZZG3
Q6ZS82	Q6XK22
Q6ZU64	A0A8V0Z570
Q6ZU64	F1P4W9
Q6ZWT7	A0A8V0XID1
Q6ZWT7	Q5ZKL6
Q6ZYL4	A0A8V0XPE4
Q6ZYL4	Q5ZKH0
Q709F0	A0A8V0Z9H7
Q709F0	Q5ZHT1
Q71F23	A0A8V0XZK8
Q71F23	Q2Z1W2
Q75N03	A0A8V0Y5C7
Q75N03	Q5ZHZ4
Q76L83	A0A8V0Y1R1
Q76L83	Q5ZM88
Q76M96	A0A8V0XSD8
Q76M96	Q8AXP2
Q7L1Q6	A0A8V1A7F9
Q7L1Q6	Q5ZLT7
Q7L2E3	A0A1D5PIN7
Q7L2E3	Q5ZI74
Q7L2Z9	A0A8V0XW04
Q7L2Z9	Q1T764
Q7L5D6	F1NE90
Q7L5D6	Q5ZKG8
Q7L622	A0A8V0XLZ1
Q7L622	Q5F4A1
Q7LGC8	A0A8V0Z8N8
Q7LGC8	Q92179
Q7RTU7	A0A8V0XXN0
Q7RTU7	P59101
Q7RTY1	A0A8V0Y7B5
Q7RTY1	Q5ZJU0
Q7Z2E3	A0A8V0Y4G1
Q7Z2E3	P61798
Q7Z353	A0A8V0YTX3
Q7Z353	Q5ZKW8
Q7Z392	A0A8V0XX88
Q7Z392	Q5ZI89
Q7Z3D4	A0A8V0YHE2
Q7Z3D4	Q5ZKK0
Q7Z3K6	A0A1D5NTJ6
Q7Z3K6	F1N931
Q7Z3Q1	F1P383
Q7Z3Q1	Q5F4B8
Q7Z402	A0A8V0ZH16
Q7Z402	Q5YCC5
Q7Z4G4	A0A8V0XS74
Q7Z4G4	Q6YJI5
Q7Z4R8	F1NYK5
Q7Z4R8	Q5ZLK8
Q7Z4W1	A0A8V1AB26
Q7Z4W1	Q8JIS3
Q7Z5J1	A0A8V1AA00
Q7Z5J1	Q6PUF4
Q7Z5M5	A0A8V0Z973
Q7Z5M5	Q5YCC7
Q7Z5N4	A0A8V0ZHK4
Q7Z5N4	Q8AV58
Q7Z5R6	A0A8V0XH06
Q7Z5R6	Q5ZL23
Q7Z6K1	A0A8V0XA52
Q7Z6K1	Q5ZHN5
Q7Z6L1	A0A8V0ZNI6
Q7Z6L1	E1BZR9
Q7Z6M1	A0A8V1A6H3
Q7Z6M1	Q5ZJ37
Q7Z7F0	A0A8V1AGJ6
Q7Z7F0	Q5ZL54
Q86SG7	A0A8V0Z038
Q86SG7	P27042
Q86SP6	A0A8V0X2G9
Q86SP6	Q9DDD1
Q86T82	A0A8V0ZPC4
Q86T82	E1C213
Q86TD4	A0A8V0YP22
Q86TD4	Q90577
Q86TW2	A0A8V0XIQ6
Q86TW2	Q5ZMT7
Q86U86	A0A8V1AEQ7
Q86U86	Q90941
Q86UP2	A0A8V0Z6P1
Q86UP2	Q90631
Q86UP3	A0A8V0XH71
Q86UP3	O73590
Q86UV5	A0A8V0Z501
Q86UV5	Q5ZM45
Q86V21	A0A8V0ZMF7
Q86V21	Q5ZLG0
Q86VX9	F1NBQ4
Q86VX9	Q5ZIH2
Q86VZ5	A0A3Q2U7T0
Q86VZ5	Q7T3T4
Q86W33	A0A8V1AFL9
Q86W33	Q5ZII3
Q86W50	A0A8V1A2N3
Q86W50	Q5ZIA0
Q86WV6	A0A8V0YBX8
Q86WV6	E1C7U0
Q86WX3	A0A8V0YE89
Q86WX3	Q5ZMG5
Q86X19	A0A8V0Z1W0
Q86X19	E1BY51
Q86X76	A0A8V1AH26
Q86X76	A0A8V1AJ39
Q86XK3	A0A8V0ZC39
Q86XK3	E1BXS0
Q86XK7	A0A8V0YV78
Q86XK7	Q9PWR4
Q86XP3	A0A8V0ZE45
Q86XP3	Q5F485
Q86Y91	A0A8V0ZLC2
Q86Y91	Q5ZLK6
Q8IUW5	A0A8V0YKL9
Q8IUW5	Q5F3A4
Q8IV38	F1NM13
Q8IV38	Q5ZMD2
Q8IVL5	A0A8V0YVA2
Q8IVL5	Q6JHU7
Q8IVP5	E1BWM5
Q8IVP5	R4GMF5
Q8IWF6	A0A1D5NY14
Q8IWF6	Q5F3L4
Q8IWT3	A0A8V0Z6K2
Q8IWT3	A0A8V0Z6V7
Q8IX01	A0A8V1ACE4
Q8IX01	A0A8V1ADT8
Q8IXI1	A0A8V0Z5P2
Q8IXI1	Q5ZM83
Q8IXQ5	F1NSL4
Q8IXQ5	Q5ZI33
Q8IXZ3	A0A8V0XF79
Q8IXZ3	Q64HY5
Q8IY18	A0A8V0YS64
Q8IY18	Q5ZJY5
Q8IY81	A0A8V1A5K7
Q8IY81	Q5ZKM1
Q8IYB3	A0A3Q2TSY7
Q8IYB3	Q5ZMJ9
Q8IYB8	A0A8V0ZZK3
Q8IYB8	Q5ZJT0
Q8IYD8	A0A1D5PRR9
Q8IYD8	A0A8V0Z4X6
Q8IYI6	A0A1D5P0R2
Q8IYI6	Q5ZJ43
Q8IYR2	A0A8V1AM05
Q8IYR2	Q5F3V0
Q8IZ21	A0A8V0Z5P1
Q8IZ21	F1N8V3
Q8IZS5	A0A8V0YDT7
Q8IZS5	B0BK70
Q8J025	A0A8V0X6S8
Q8J025	Q5R2I8
Q8N108	Q5ZKT9
Q8N108	R4GM28
Q8N114	A0A8V1AD30
Q8N114	Q5ZIS9
Q8N1F8	A0A8V0ZI00
Q8N1F8	Q5F479
Q8N2I9	A0A1D5PMQ7
Q8N2I9	Q7T0B1
Q8N2K0	A0A8V0Z6A2
Q8N2K0	Q5ZIN0
Q8N2Z9	A0A8V0YZ59
Q8N2Z9	E1BSW7
Q8N3L3	A0A8V0XR04
Q8N3L3	Q9I969
Q8N3S3	A0A8V0Y3E4
Q8N3S3	Q5ZKN3
Q8N3X6	A0A8V0YB81
Q8N3X6	Q5ZJK5
Q8N441	A0A8V0Z469
Q8N441	Q7T2H2
Q8N474	A0A8V0Z1B6
Q8N474	Q9DEQ4
Q8N4B1	A0A8V0YC83
Q8N4B1	A0A8V1A905
Q8N5D6	A0A8V1AHS6
Q8N5D6	Q5ZLK4
Q8N7J2	A0A8V0XWN4
Q8N7J2	E1C2Q8
Q8N8A2	A0A8V0YG59
Q8N8A2	Q5F478
Q8N9V3	A0A8V0Y799
Q8N9V3	Q5ZMC3
Q8NA29	A0A8V0YJN0
Q8NA29	F1NCD6
Q8NB46	A0A8V1A0V2
Q8NB46	Q5ZLC8
Q8NBF2	A0A8V0ZHU2
Q8NBF2	Q5ZI67
Q8NBI3	A0A8V0ZP99
Q8NBI3	B6ZI38
Q8NBM4	A0A8V0XQ60
Q8NBM4	Q5ZJQ8
Q8NBQ5	A0A8V0XK46
Q8NBQ5	A0A8V0XL59
Q8NCC5	A0A8V0YDI6
Q8NCC5	Q5F3N0
Q8NCE0	A0A8V1ADV8
Q8NCE0	Q5ZIN2
Q8NE00	A0A1D5PQM9
Q8NE00	Q5F3I6
Q8NE79	A0A8V0YV65
Q8NE79	Q9DG23
Q8NEM7	A0A8V0XKQ4
Q8NEM7	Q5ZM71
Q8NFI3	A0A8V1ABN3
Q8NFI3	P0C7A1
Q8NFM7	A0A8V1A9F6
Q8NFM7	Q7T2L7
Q8NFP4	A0A8V0ZBT9
Q8NFP4	Q0WYX8
Q8NFZ0	A0A8V0XT73
Q8NFZ0	F1ND48
Q8NG50	A0A8V0ZNA4
Q8NG50	Q8JFQ4
Q8NGF1	A0A1L1RTV6
Q8NGF1	A0A8V0XG61
Q8NGF1	A0A8V0XJI4
Q8NH18	A0A1L1RLD5
Q8NH18	A0A1L1RMQ9
Q8NH18	F1NT41
Q8NHQ9	A0A8V1A3M1
Q8NHQ9	Q5ZLN8
Q8NHU6	A0A8V0YBH0
Q8NHU6	E1C3S7
Q8NHW3	O42290
Q8NHW3	R4GL99
Q8NI08	A0A8V0XIM6
Q8NI08	Q5ZMS4
Q8TAD4	A0A8V0Y696
Q8TAD4	Q5ZLF4
Q8TAD7	A0A452J810
Q8TAD7	P0C915
Q8TAV3	A0A8V0ZQB1
Q8TAV3	A0A8V0ZVI9
Q8TBK2	A0A8V0ZRX1
Q8TBK2	Q5ZK17
Q8TC05	A0A8V0YFX3
Q8TC05	Q5ZMW6
Q8TC71	A0A8V0Z349
Q8TC71	E1BW58
Q8TCG1	A0A8V0XNT1
Q8TCG1	Q5ZMJ7
Q8TCG2	A0A8V0YFQ7
Q8TCG2	Q5ZIK0
Q8TCT1	A0A8V0ZSH2
Q8TCT1	O73884
Q8TCT7	A0A8V1AK74
Q8TCT7	Q5F383
Q8TD84	A0A8V1A013
Q8TD84	E1C8P7
Q8TDW4	A0A8V1A4C5
Q8TDW4	Q90YH8
Q8TEA7	A0A8V0XPC5
Q8TEA7	Q5F361
Q8TED0	A0A8V0YEK0
Q8TED0	Q5F3D7
Q8TES7	A0A8V1AL58
Q8TES7	Q5ZIB2
Q8WTR4	A0A1D5NU41
Q8WTR4	Q3KTM2
Q8WU90	A0A1D5PMI7
Q8WU90	Q5H7N8
Q8WUA8	A0A8V0XEK3
Q8WUA8	Q65Z91
Q8WUH6	F1NZP4
Q8WUH6	Q5ZLA9
Q8WUX2	F1NE73
Q8WUX2	Q5ZI66
Q8WUX9	A0A8V0ZAR6
Q8WUX9	Q5ZJB7
Q8WUY9	F1NB55
Q8WUY9	Q5ZLD2
Q8WV28	A0A8V0ZEM7
Q8WV28	Q9YGC1
Q8WVP5	F1NZ26
Q8WVP5	Q5ZJU8
Q8WVX9	A0A8V0ZRN2
Q8WVX9	Q5ZM72
Q8WWL7	A0A8V0YTT3
Q8WWL7	P39963
Q8WYK1	A0A8V0ZLH9
Q8WYK1	Q0V8S9
Q8WYN0	A0A1I7Q405
Q8WYN0	Q5ZIW7
Q8WYR1	A0A8V1ANE1
Q8WYR1	Q5ZIB8
Q8WZA0	A0A8V0YZU8
Q8WZA0	Q5ZKW2
Q92466	A0A8V0ZXG6
Q92466	Q5ZJL7
Q92499	A0A8V0XI26
Q92499	Q90WU3
Q92506	A0A8V0X6I6
Q92506	A0A8V0XCB1
Q92560	A0A8V1AC38
Q92560	Q5F3N6
Q92674	A0A8V0YN82
Q92674	Q8AYS7
P61923	A0A8V0ZQ56
Q9P299	A0A8V0ZQ56
P78329	A0A8V0XGX7
P98187	A0A8V0XGX7
Q08477	A0A8V0XGX7
Q6NT55	A0A8V0XGX7
Q9HBI6	A0A8V0XGX7
Q9HCS2	A0A8V0XGX7
P83876	A0A8V0XYC1
Q9NX01	A0A8V0XYC1
P83881	A0A8V0YUB1
Q969Q0	A0A8V0YUB1
P98088	A0A8V0ZTK4
Q9HC84	A0A8V0ZTK4
P98173	A0A8V0ZGJ7
Q96BQ1	A0A8V0ZGJ7
Q02487	A0A8V0XCI3
Q08554	A0A8V0XCI3
Q14574	A0A8V0XCI3
Q04741	A0A8V0XAX0
Q04743	A0A8V0XAX0
Q04741	A0A8V0YZE1
Q04743	A0A8V0YZE1
Q13434	A0A8V0YLY7
Q9UHC7	A0A8V0YLY7
Q13670	A0A8V1AMA2
Q9BT76	A0A8V1AMA2
Q13888	E1C9E6
Q6P1K8	E1C9E6
Q14129	O73770
Q9BY27	O73770
Q15695	V9GWB4
Q15696	V9GWB4
Q15722	A0A8V0XCU2
Q9NPC1	A0A8V0XCU2
Q1AE95	A0A8V1A403
Q8IXX5	A0A8V1A403
Q2QD12	A0A8V0Y4F2
Q96AT9	A0A8V0Y4F2
Q2TAK8	F1NYK8
Q5H9M0	F1NYK8
Q3LFD5	A0A8V0YN52
Q9UMW8	A0A8V0YN52
Q3SY17	A0A8V0X9N0
Q9H1U9	A0A8V0X9N0
Q4U2R8	A0A8V0X6U5
Q8TCC7	A0A8V0X6U5
Q4V339	A0A8V0YA86
Q5JTY5	A0A8V0YA86
Q5RIA9	A0A8V0YA86
Q8IUF1	A0A8V0YA86
Q9BRT8	A0A8V0YA86
Q4VC39	F1NUW0
Q9BW72	F1NUW0
Q5BKT4	A0A8V0XWN9
Q5I7T1	A0A8V0XWN9
Q5H9U9	A0A8V0XXQ5
Q8IY21	A0A8V0XXQ5
Q5JTV8	A0A8V0Y727
Q8NFQ8	A0A8V0Y727
Q5JTV8	A0A8V0YFE8
Q8NFQ8	A0A8V0YFE8
Q5K651	A0A8V0XP49
Q8IVG5	A0A8V0XP49
Q5T0F9	A0A8V0XFM8
Q6P1N0	A0A8V0XFM8
Q5T1C6	A0A8V1AEQ0
Q8N1Q8	A0A8V1AEQ0
Q5T1J5	A0A8V1AJS4
Q9Y6H1	A0A8V1AJS4
Q5T9A4	A0A8V0ZA27
Q9NVI7	A0A8V0ZA27
Q5TAP6	A0A8V0YPS6
Q9BVJ6	A0A8V0YPS6
Q5VT66	F1NXH1
Q969Z3	F1NXH1
Q641Q2	A0A8V0ZGB1
Q9Y4E1	A0A8V0ZGB1
Q6NSW5	A0A8V0X4Q7
Q8TCE6	A0A8V0X4Q7
Q6NUM6	A0A8V1AKM0
Q9NV66	A0A8V1AKM0
Q6NZ63	A0A8V0XDA9
Q9UHE8	A0A8V0XDA9
Q6NZ67	A0A8V0ZPM5
Q6P582	A0A8V0ZPM5
Q6P2I3	A0A8V0ZJJ0
Q96GK7	A0A8V0ZJJ0
Q6UXP7	A0A8V0XX71
Q8WW52	A0A8V0XX71
Q6ZT62	A0A8V0YMG6
Q9Y3L3	A0A8V0YMG6
Q7L311	A0A8V0Y2S1
Q8N2F6	A0A8V0Y2S1
Q9P291	A0A8V0Y2S1
Q9UH62	A0A8V0Y2S1
Q7Z7H5	A0A8V0Z421
Q9BVK6	A0A8V0Z421
Q7Z7J9	A0A1L1RNT7
Q96S95	A0A1L1RNT7
Q7Z7J9	A0A8V0YXL4
Q96S95	A0A8V0YXL4
Q86WT1	A0A8V1AD13
Q8N4P2	A0A8V1AD13
Q8IWL1	A0A8V0Y342
Q8IWL2	A0A8V0Y342
Q8N0W4	D3WGL4
Q8NFZ3	D3WGL4
Q8N4F7	A0A8V0X5N9
Q9H920	A0A8V0X5N9
Q8N5H3	A0A8V0XYQ1
Q96GI7	A0A8V0XYQ1
Q8N6R1	A0A8V0X466
Q9Y6X1	A0A8V0X466
Q8NEA9	A0A8V0Z9N3
Q96IK5	A0A8V0Z9N3
Q8NEJ0	A0A8V0X795
Q9H596	A0A8V0X795
Q8NFJ6	A0A8V0Z3M4
Q8TCW9	A0A8V0Z3M4
Q8NGJ5	A0A8V0XD89
Q8NGK0	A0A8V0XD89
Q8NGK1	A0A8V0XD89
Q8TC12	E1BTL3
Q96NR8	E1BTL3
Q8TC36	A0A8V1ADV7
Q9NPE6	A0A8V1ADV7
Q8TE69	A0A8V0YHB0
Q96DE9	A0A8V0YHB0
Q92478	A0A8V0XC06
Q9UHP7	A0A8V0XC06
Q96A28	A0A8V1AHW0
Q96DU3	A0A8V1AHW0
Q9HBG7	A0A8V1AHW0
Q9NQ25	A0A8V1AHW0
Q9UIB8	A0A8V1AHW0
Q96C19	A0A8V0ZGC5
Q9BUP0	A0A8V0ZGC5
Q96C19	A0A8V0ZRX2
Q9BUP0	A0A8V0ZRX2
Q96DX8	A0A8V0YUW2
Q9BQQ7	A0A8V0YUW2
Q96EF9	A0A8V0Y7A0
Q96K31	A0A8V0Y7A0
Q96FX2	A0A8V0XF03
Q9H4G8	A0A8V0XF03
Q96HI0	A0A8V0YWC7
Q9H4L4	A0A8V0YWC7
Q96MG7	A0A8V0X2V8
Q9HAY2	A0A8V0X2V8
Q9BQ04	A0A8V0X364
Q9BWF3	A0A8V0X364
Q9BQS2	A0A8V0Y7N7
X6R8R1	A0A8V0Y7N7
Q9BS92	A0A8V0YMM3
Q9UFN0	A0A8V0YMM3
Q9BXI2	A0A8V0XAV5
Q9Y619	A0A8V0XAV5
Q9BZ67	A0A8V0X097
Q9BZ68	A0A8V0X097
Q9BZA7	A0A1D5NTP6
Q9BZA8	A0A1D5NTP6
Q9GZS9	A0A8V0Y1L5
Q9GZX3	A0A8V0Y1L5
Q9H1D0	A0A8V0ZQY1
Q9NQA5	A0A8V0ZQY1
Q9H4A9	F1NQJ0
Q9H4B8	F1NQJ0
Q9H4I8	F1NJK4
Q9NQF3	F1NJK4
Q9H4M3	A0A8V0ZH27
Q9NRD1	A0A8V0ZH27
Q9NRD8	A0A8V0ZHW0
Q9NRD9	A0A8V0ZHW0
Q9NRJ3	A0A8V0YVQ4
Q9Y4X3	A0A8V0YVQ4
Q9NUU7	A0A8V0ZEN5
Q9UMR2	A0A8V0ZEN5
Q9UBK7	A0A8V0XNL0
Q9UNT1	A0A8V0XNL0
A0A024RBG1	A0A8V0YKW8
Q9NZJ9	A0A8V0YKW8
A0A075B6H5	A0A8V0ZX00
A0A075B6N2	A0A8V0ZX00
A0A5B7	A0A8V0ZX00
A0A075B734	A0A8V0YDK5
A6NL99	A0A8V0YDK5
O14520	A0A8V0YDK5
A0A075B759	A0A8V0Z0N7
A0A075B767	A0A8V0Z0N7
A0A0B4J2A2	A0A8V0Z0N7
P0DN26	A0A8V0Z0N7
P0DN37	A0A8V0Z0N7
P62937	A0A8V0Z0N7
Q9Y536	A0A8V0Z0N7
A0A087WTH5	A0A8V0YAW3
P15382	A0A8V0YAW3
A0A087X1C5	F1NJG4
A0A1B0GTQ1	F1NJG4
A0A2R9YJI8	F1NJG4
P10635	F1NJG4
A0A096LP55	A0A8V0ZYY5
P07919	A0A8V0ZYY5
A0A0B4J2D5	A0A8V0YK93
P0DPI2	A0A8V0YK93
A0A0K2S4Q6	A0A8V1ALH1
A8K4G0	A0A8V1ALH1
Q08708	A0A8V1ALH1
Q496F6	A0A8V1ALH1
Q9UGN4	A0A8V1ALH1
A0A1B0GTH9	A0A8V0XA81
Q6S9Z5	A0A8V0XA81
A0A1B0GTU1	Q5ZJJ1
A0A8V8TLD8	Q5ZJJ1
O75152	Q5ZJJ1
P0DQW0	Q5ZJJ1
A0A1B0GVK7	E1BSG9
A0A1B0GVZ2	E1BSG9
A0A1W2PR95	A0A8V0YVE4
P78318	A0A8V0YVE4
A0A2R8YE69	A0A8V0XYE4
A4D2H0	A0A8V0XYE4
A4FU28	A0A8V0XYE4
P0CG41	A0A8V0XYE4
Q86UF2	A0A8V0XYE4
Q8IX94	A0A8V0XYE4
Q96PC5	A0A8V0XYE4
Q96RT6	A0A8V0XYE4
A0A3B3IU46	A0A8V0YX33
Q9BTL3	A0A8V0YX33
A0A590UK10	A0A8V1AFK2
Q6ZSZ5	A0A8V1AFK2
A0A8I5KQE6	P50890
P08865	P50890
A0A8I5KW96	A0A8V0ZQU1
P27144	A0A8V0ZQU1
A0M8Q6	P20763
B9A064	P20763
P0CF74	P20763
P0CG04	P20763
P0DOY2	P20763
P0DOY3	P20763
P15814	P20763
A1Z1Q3	A0A8V0ZC75
Q9BQ69	A0A8V0ZC75
A2A3N6	A0A8V1ALV9
Q99755	A0A8V1ALV9
A2RUR9	A0A8V0X5H5
Q9UPS8	A0A8V0X5H5
A4D256	A0A1D5PXT4
O60729	A0A1D5PXT4
A5D8T8	A0A8V0ZUK8
Q6UXF7	A0A8V0ZUK8
Q8NCF0	A0A8V0ZUK8
A6NCE7	A0A8V0XRQ0
Q9GZQ8	A0A8V0XRQ0
A6NDY0	A0A8V0XQA4
Q86U42	A0A8V0XQA4
A6NF01	A0A8V1AKQ9
A8CG34	A0A8V1AKQ9
Q96HA1	A0A8V1AKQ9
Q96KW2	A0A8V1AKQ9
A6NGU5	A0A8V1A0P1
P19440	A0A8V1A0P1
P36268	A0A8V1A0P1
A6NI72	A0A8V1ACM1
A8MVU1	A0A8V1ACM1
P14598	A0A8V1ACM1
A6NJW9	A0A8V0Z7T8
P10966	A0A8V0Z7T8
A6NL26	A0A8V0ZIJ3
Q8NGF7	A0A8V0ZIJ3
Q8NH48	A0A8V0ZIJ3
Q96R08	A0A8V0ZIJ3
Q96R09	A0A8V0ZIJ3
A6NL82	F1P3Y5
Q6ZVS7	F1P3Y5
A6NM10	A0A8V0ZUB8
Q8IXF9	A0A8V0ZUB8
A6NM11	A0A8V0ZN86
A6NMS7	A0A8V0ZN86
O60309	A0A8V0ZN86
Q49AS3	A0A8V0ZN86
Q96QE4	A0A8V0ZN86
A6NM45	A0A8V0Y0H8
Q8N7P3	A0A8V0Y0H8
A6NMY6	P17785
P07355	P17785
A6NMZ7	A0A8V0Z6G0
A8TX70	A0A8V0Z6G0
A6NNB3	A0A8V0ZER3
Q01628	A0A8V0ZER3
A6NNB3	A0A8V0ZG27
Q01628	A0A8V0ZG27
A6PVC2	A0A8V0ZDL9
Q9Y4R7	A0A8V0ZDL9
A8MPP1	A0A8V0YLC1
Q92771	A0A8V0YLC1
Q96FC9	A0A8V0YLC1
A8MT19	A0A8V1A0H8
Q8IUC4	A0A8V1A0H8
A8MTL0	A0A8V1A940
A8MYZ5	A0A8V1A940
P0C7M6	A0A8V1A940
Q8IXL9	A0A8V1A940
Q8N6M8	A0A8V1A940
A8MUH7	A0A8V0Y139
Q5T2W1	A0A8V0Y139
A8MUU1	A0A1D5PPQ2
Q01469	A0A1D5PPQ2
A8MVJ9	A0A8V0Y6A5
Q9NWY4	A0A8V0Y6A5
A8MWL6	A0A8V1AN87
O43760	A0A8V1AN87
A8MWL7	A0A8V0Y3L9
Q9NUH8	A0A8V0Y3L9
Q9P0S9	A0A8V0Y3L9
B0FP48	A0A8V1AAZ4
E5RIL1	A0A8V1AAZ4
B2RC85	A0A8V0ZMM2
P0C881	A0A8V0ZMM2
B2RNN3	A0A8V0XX20
P0C862	A0A8V0XX20
B2RPK0	Q9YH06
P09429	Q9YH06
B5ME19	A0A8V0X7S3
Q99613	A0A8V0X7S3
B7U540	F1NHE9
Q14500	F1NHE9
B7ZAQ6	Q5F448
P0CG08	Q5F448
C9J798	A0A8V1AP00
O43374	A0A8V1AP00
C9JA33	A0A8V0Y1U2
Q8IXS6	A0A8V0Y1U2
E9PAV3	A0A8V0ZWP4
Q9BZK3	A0A8V0ZWP4
Q9H009	A0A8V0ZWP4
E9PQ53	A0A8V0X479
O95298	A0A8V0X479
G9CGD6	A0A8V0XMP1
Q6P9H4	A0A8V0XMP1
G9CGD6	A0A3Q2U0V5
Q8WWN9	A0A3Q2U0V5
H0Y354	A0A8V1A726
Q5TYM5	A0A8V1A726
Q6L9T8	A0A8V1A726
Q86X60	A0A8V1A726
O00220	A0A8V0ZHP3
O14763	A0A8V0ZHP3
O14798	A0A8V0ZHP3
Q9UBN6	A0A8V0ZHP3
O00292	A0A8V0Z1I1
O75610	A0A8V0Z1I1
O00337	A0A8V0ZMH5
O43868	A0A8V0ZMH5
O00478	A0A8V1A5D4
O00481	A0A8V1A5D4
Q13410	A0A8V1A5D4
Q7KYR7	A0A8V1A5D4
Q8WVV5	A0A8V1A5D4
Q96KV6	A0A8V1A5D4
O00571	A0A8V0XGV3
O15523	A0A8V0XGV3
O00602	A0A8V1AIX6
Q15485	A0A8V1AIX6
O14602	A0A8V0XB11
P47813	A0A8V0XB11
O14640	A0A8V0ZBP3
P54792	A0A8V0ZBP3
O15296	A0A1L1RTQ1
O75342	A0A1L1RTQ1
Q9BYJ1	A0A1L1RTQ1
O15511	A0A8V1AC90
Q9BPX5	A0A8V1AC90
O43423	A0A8V0Z1K7
P39687	A0A8V0Z1K7
O43488	A0A8V0ZF25
O95154	A0A8V0ZF25
Q8NHP1	A0A8V0ZF25
O43506	A0A8V0ZHZ9
Q9UKF5	A0A8V0ZHZ9
Q9UKJ8	A0A8V0ZHZ9
O60234	A0A8V0ZF63
P60983	A0A8V0ZF63
O60397	A0A8V0XIK8
P14406	A0A8V0XIK8
O60656	A0A8V0Y9N8
P19224	A0A8V0Y9N8
P22309	A0A8V0Y9N8
P22310	A0A8V0Y9N8
P35503	A0A8V0Y9N8
P35504	A0A8V0Y9N8
Q9HAW7	A0A8V0Y9N8
Q9HAW8	A0A8V0Y9N8
Q9HAW9	A0A8V0Y9N8
O60774	A0A8V0YM84
P31513	A0A8V0YM84
O60907	A0A1D5PI14
Q9BQ87	A0A1D5PI14
O60911	F1NYJ1
P07711	F1NYJ1
O75474	A0A8V0YJV9
Q92837	A0A8V0YJV9
O75635	A0A8V0Y659
Q96P15	A0A8V0Y659
O75715	A0A8V0YPP2
P22352	A0A8V0YPP2
P59796	A0A8V0YPP2
O75795	A0A8V0XIM9
P06133	A0A8V0XIM9
P0DTE5	A0A8V0XIM9
P16662	A0A8V0XIM9
Q6UWM9	A0A8V0XIM9
O75964	F1NIL3
Q7Z4Y8	F1NIL3
O76082	A0A8V0Z0J5
Q9H015	A0A8V0Z0J5
O76082	A0A8V0Z1U5
Q9H015	A0A8V0Z1U5
O95170	A0A8V1ANZ6
Q5XX13	A0A8V1ANZ6
O95397	A0A8V0X494
Q96JA3	A0A8V0X494
O95870	A0A8V0WZV8
Q9H3Z7	A0A8V0WZV8
O95925	A0A8V0Z096
Q8IUA0	A0A8V0Z096
O95997	A0A8V0Y044
Q9NZH4	A0A8V0Y044
Q9NZH5	A0A8V0Y044
O96008	A0A8V1AET8
Q969M1	A0A8V1AET8
P00325	P23991
P00326	P23991
P07327	P23991
P00367	A0A1D5NT61
P49448	A0A1D5NT61
P01241	P08998
P01242	P08998
P0DML2	P08998
P0DML3	P08998
Q14406	P08998
P01848	A0A8V0ZI21
P0DTU3	A0A8V0ZI21
P02763	A0A8V1AH71
P19652	A0A8V1AH71
P04234	A0A8V0ZU77
P09693	A0A8V0ZU77
P04746	Q98942
P0DTE7	Q98942
P0DTE8	Q98942
P0DUB6	Q98942
P19961	Q98942
P05164	A0A8V1AP82
P11678	A0A8V1AP82
P05187	A0A8V0Z2E4
P09923	A0A8V0Z2E4
P10696	A0A8V0Z2E4
P08048	F1NQX8
P17010	F1NQX8
P08217	A0A3Q2U6P1
P08218	A0A3Q2U6P1
P08254	E1C9E0
P09238	E1C9E0
P08263	Q08393
P09210	Q08393
Q16772	Q08393
Q7RTV2	Q08393
P08311	A0A8V1A7C1
P10144	A0A8V1A7C1
P20718	A0A8V1A7C1
P23946	A0A8V1A7C1
P08559	A0A1D5PEH3
P29803	A0A1D5PEH3
P08861	A0A8V0YWP8
P09093	A0A8V0YWP8
P09914	A0A125RM76
Q13325	A0A125RM76
Q5T764	A0A125RM76
P0C0E4	A0A8V1AP30
Q12829	A0A8V1AP30
P0C0L4	A0A8V0XH43
P0C0L5	A0A8V0XH43
P0C5J1	A0A8V0Z7V3
Q8N7N1	A0A8V0Z7V3
Q96G04	A0A8V0Z7V3
P0CE71	P43305
P0CE72	P43305
P0CG22	A0A8V0XNP4
Q13268	A0A8V0XNP4
Q6PKH6	A0A8V0XNP4
Q9BTZ2	A0A8V0XNP4
P0CG36	Q9I8Q3
P0CG37	Q9I8Q3
P0DI81	Q5ZKP4
P0DI82	Q5ZKP4
P0DJI8	A0A8V0ZXK9
P0DJI9	A0A8V0ZXK9
P0DME0	A0A8V1A9H8
Q01105	A0A8V1A9H8
P0DMR2	A0A8V1A2P1
Q8TD33	A0A8V1A2P1
P0DN82	A0A8V0ZGS5
P58182	A0A8V0ZGS5
Q9UGF7	A0A8V0ZGS5
P0DPD6	A0A8V0Z9T6
P0DPD8	A0A8V0Z9T6
P0DPH7	F1NWX0
P0DPH8	F1NWX0
P0DQD5	Q8QGM3
P50391	Q8QGM3
P10147	Q90826
