W5XKT8	A0A8M9PDM1
Q7RTY7	A0A8M9PN70
Q7RTZ1	A0A8M9PN70
Q86TM3	A0A8M1PA27
Q9NXZ2	A0A8M1PA27
Q86UX6	A0A8M3B519
Q9NY57	A0A8M3B519
Q86V97	A0A8M1PRY0
Q8WVZ9	A0A8M1PRY0
Q86VD1	Q68EG7
Q9Y6X9	Q68EG7
Q8IYN6	Q1JQ18
Q8TB05	Q1JQ18
Q8IYN6	Q502A3
Q8TB05	Q502A3
Q8IYS8	Q08CT1
Q96IK1	Q08CT1
Q8N140	Q504G2
Q9NXX6	Q504G2
Q8N3S3	A9ULS8
Q9UMS5	A9ULS8
Q8N7A1	A0A8M9P0A0
Q9Y2U9	A0A8M9P0A0
Q8N7A1	A0A8M9QA10
Q9Y2U9	A0A8M9QA10
Q8NC96	A0A8M1P218
Q9NVZ3	A0A8M1P218
Q8NC96	Q6PC36
Q9NVZ3	Q6PC36
Q8NEA9	Q6NYQ2
Q96IK5	Q6NYQ2
Q8NFB2	Q7SYC7
Q9H7F4	Q7SYC7
Q8NFJ6	D3TZW2
Q8TCW9	D3TZW2
Q8NHV1	A0A8M3ATA4
Q9NUV9	A0A8M3ATA4
Q8NHV1	A0A8M9Q0K0
Q9NUV9	A0A8M9Q0K0
Q8TC12	Q6DG78
Q96NR8	Q6DG78
Q8TE69	Q568L7
Q96DE9	Q568L7
Q8WWB3	A0A8M3ARM9
Q96IM9	A0A8M3ARM9
Q8WYK1	A0A8M2B1Z8
Q9C0A0	A0A8M2B1Z8
Q96C55	A0A8M3AQE5
Q9P0T4	A0A8M3AQE5
Q96DE0	Q5XJ30
Q9BRJ7	Q5XJ30
Q96DN6	A0A8N7UVU6
Q9P267	A0A8N7UVU6
Q96EF9	E9QFC8
Q96K31	E9QFC8
Q96ET8	Q4VBU3
Q9NYZ1	Q4VBU3
Q96FX2	Q502H4
Q9H4G8	Q502H4
Q96GD4	Q6NW76
Q9UQB9	Q6NW76
Q96HM7	Q5PR46
Q9H1Q7	Q5PR46
Q96MG7	Q7T0K5
Q9HAY2	Q7T0K5
Q99584	A3KNW4
Q9HCY8	A3KNW4
Q9BQ51	A0A8M3AL67
Q9NZQ7	A0A8M3AL67
Q9BQI9	B0S7J7
Q9NQ35	B0S7J7
Q9BQS2	A0A8M3AYL5
X6R8R1	A0A8M3AYL5
Q9BS92	F1QWR0
Q9UFN0	F1QWR0
Q9BZ67	E7F221
Q9BZ68	E7F221
Q9BZA7	A0A8M2BKI4
Q9BZA8	A0A8M2BKI4
Q9BZW8	A0A8M6YVR5
Q9UIB8	A0A8M6YVR5
Q9GZS9	A0A8M2BA60
Q9GZX3	A0A8M2BA60
Q9H1D0	F1QN56
Q9NQA5	F1QN56
Q9H2X3	A8WGQ6
Q9NNX6	A8WGQ6
Q9H4A9	E7FBC7
Q9H4B8	E7FBC7
Q9H4I8	A2BGU9
Q9NQF3	A2BGU9
Q9H9Q2	A0A8M1P1C6
Q9UBW8	A0A8M1P1C6
Q9HAB3	Q7SXU6
Q9NWF4	Q7SXU6
Q9NPJ8	E9QCN6
Q9UKK6	E9QCN6
Q9NQ29	A0A8M2BA63
Q9Y383	A0A8M2BA63
Q9NQ29	A3KMT0
Q9Y383	A3KMT0
Q9NQV7	Q6P2A1
Q9NQW5	Q6P2A1
Q9NRD8	A0A8M6YYK2
Q9NRD9	A0A8M6YYK2
Q9NUU7	Q8JGR1
Q9UMR2	Q8JGR1
Q9NYL9	Q66I39
Q9NZR1	Q66I39
Q9NYY1	Q4LDR4
Q9UHD0	Q4LDR4
Q9UBK7	A0A8M3AJE6
Q9UNT1	A0A8M3AJE6
A0A024RBG1	A0A8M1P6U7
Q8NFP7	A0A8M1P6U7
Q96G61	A0A8M1P6U7
Q9NZJ9	A0A8M1P6U7
A0A075B6Q5	A0A8M9Q572
A0A075B7B8	A0A8M9Q572
A0A075B7D0	A0A8M9Q572
A0A075B7E8	A0A8M9Q572
A0A075B7F0	A0A8M9Q572
A0A075B7F1	A0A8M9Q572
A0A087WYE8	A0A8M9Q572
A0A0A0MS15	A0A8M9Q572
A0A0B4J1V0	A0A8M9Q572
A0A0B4J1V1	A0A8M9Q572
A0A0B4J1V6	A0A8M9Q572
A0A0B4J1V7	A0A8M9Q572
A0A0B4J1X5	A0A8M9Q572
A0A0B4J1X8	A0A8M9Q572
A0A0B4J1Y9	A0A8M9Q572
A0A0B4J2B8	A0A8M9Q572
A0A0B4J2H0	A0A8M9Q572
A0A0C4DH29	A0A8M9Q572
A0A0C4DH32	A0A8M9Q572
A0A0C4DH33	A0A8M9Q572
A0A0C4DH35	A0A8M9Q572
A0A0C4DH42	A0A8M9Q572
A0A0G2JMI3	A0A8M9Q572
A0A0J9YVY3	A0A8M9Q572
A0A0J9YX35	A0A8M9Q572
A0A0J9YY99	A0A8M9Q572
P01742	A0A8M9Q572
P01743	A0A8M9Q572
P01762	A0A8M9Q572
P01763	A0A8M9Q572
P01764	A0A8M9Q572
P01767	A0A8M9Q572
P01768	A0A8M9Q572
P01772	A0A8M9Q572
P01780	A0A8M9Q572
P01782	A0A8M9Q572
P0DP01	A0A8M9Q572
P0DP02	A0A8M9Q572
P0DP03	A0A8M9Q572
P0DP04	A0A8M9Q572
P23083	A0A8M9Q572
S4R3C0	A0A8M9Q572
A0A075B734	A0A8M2B7X7
A6NL99	A0A8M2B7X7
O14520	A0A8M2B7X7
A0A087WTH5	A0A8M6Z2V1
P15382	A0A8M6Z2V1
A0A096LP55	Q3B750
P07919	Q3B750
A0A0B4J264	A4JYR0
A0JD32	A4JYR0
P0DTU3	A4JYR0
A0A0B4J2D5	F1QCN0
P0DPI2	F1QCN0
A0A0B4J2F2	A0A8M1NGM6
P57059	A0A8M1NGM6
A0A0C4DGP1	A0A0G2L765
P0DMW4	A0A0G2L765
P0DMW5	A0A0G2L765
A0A0U1RR11	A0A8M9QES7
A0A0U1RRI6	A0A8M9QES7
P0DPI3	A0A8M9QES7
Q7Z7K6	A0A8M9QES7
A0A1B0GTU1	A0A8M2BGM4
A0A8V8TLD8	A0A8M2BGM4
O75152	A0A8M2BGM4
P0DQW0	A0A8M2BGM4
A0A1B0GUS4	Q6IQK2
P68036	Q6IQK2
A0A1B0GVK7	A0A8M1NX83
A0A1B0GVZ2	A0A8M1NX83
A0A1W2PR95	Q6PI45
P78318	Q6PI45
A0A2R8YE69	A0A8M9PEK9
A4D2H0	A0A8M9PEK9
A4FU28	A0A8M9PEK9
P0CG41	A0A8M9PEK9
Q86UF2	A0A8M9PEK9
Q8IX94	A0A8M9PEK9
Q96PC5	A0A8M9PEK9
Q96RT6	A0A8M9PEK9
A0A3B3IRV3	Q7ZV34
Q9ULC4	Q7ZV34
A0A494C071	A0A8M1PVE2
Q2TAK8	A0A8M1PVE2
Q5H9M0	A0A8M1PVE2
A0A590UK10	A0A8N7TD86
Q6ZSZ5	A0A8N7TD86
A0A5B9	A0A8M9P0A5
P01850	A0A8M9P0A5
P0DTU4	A0A8M9P0A5
A0A804HLA8	Q6TH03
P63218	Q6TH03
A0A8I5KQE6	Q803F6
P08865	Q803F6
A0A8I5KW96	Q6NUY0
P27144	Q6NUY0
A0A8Q3SIG1	A0A8M9PD97
Q6ZTK2	A0A8M9PD97
A2RUH7	A0A8M6Z3P8
Q13203	A0A8M6Z3P8
A2RUH7	A6H8Q3
Q13203	A6H8Q3
A2RUR9	A0A8M9PYM5
A6NC57	A0A8M9PYM5
Q5JPF3	A0A8M9PYM5
Q8N2N9	A0A8M9PYM5
Q9UPS8	A0A8M9PYM5
A6NCE7	Q7ZUD8
Q9GZQ8	Q7ZUD8
A6NCV1	A0A8M3ALT7
A6NIJ9	A0A8M3ALT7
A6NJZ3	A0A8M3ALT7
A6NL08	A0A8M3ALT7
A6NL26	A0A8M3ALT7
A6NM76	A0A8M3ALT7
B2RN74	A0A8M3ALT7
O14581	A0A8M3ALT7
O43749	A0A8M3ALT7
O60412	A0A8M3ALT7
O76000	A0A8M3ALT7
O76002	A0A8M3ALT7
O76099	A0A8M3ALT7
O76100	A0A8M3ALT7
O95006	A0A8M3ALT7
O95007	A0A8M3ALT7
O95221	A0A8M3ALT7
O95222	A0A8M3ALT7
O95918	A0A8M3ALT7
P0C617	A0A8M3ALT7
P0C626	A0A8M3ALT7
P0C7N1	A0A8M3ALT7
P0C7N5	A0A8M3ALT7
P0C7N8	A0A8M3ALT7
P0DN81	A0A8M3ALT7
P0DN82	A0A8M3ALT7
P30953	A0A8M3ALT7
P30954	A0A8M3ALT7
P47881	A0A8M3ALT7
P47887	A0A8M3ALT7
P47888	A0A8M3ALT7
P47890	A0A8M3ALT7
P47893	A0A8M3ALT7
P58173	A0A8M3ALT7
Q13606	A0A8M3ALT7
Q13607	A0A8M3ALT7
Q15619	A0A8M3ALT7
Q15622	A0A8M3ALT7
Q5JQS5	A0A8M3ALT7
Q5TZ20	A0A8M3ALT7
Q6IEU7	A0A8M3ALT7
Q7Z3T1	A0A8M3ALT7
Q8N127	A0A8M3ALT7
Q8N146	A0A8M3ALT7
Q8N162	A0A8M3ALT7
Q8N628	A0A8M3ALT7
Q8NGA1	A0A8M3ALT7
Q8NGA2	A0A8M3ALT7
Q8NGC0	A0A8M3ALT7
Q8NGC1	A0A8M3ALT7
Q8NGC2	A0A8M3ALT7
Q8NGC3	A0A8M3ALT7
Q8NGC7	A0A8M3ALT7
Q8NGC8	A0A8M3ALT7
Q8NGC9	A0A8M3ALT7
Q8NGD0	A0A8M3ALT7
Q8NGE1	A0A8M3ALT7
Q8NGE2	A0A8M3ALT7
Q8NGE5	A0A8M3ALT7
Q8NGE8	A0A8M3ALT7
Q8NGF4	A0A8M3ALT7
Q8NGF7	A0A8M3ALT7
Q8NGG0	A0A8M3ALT7
Q8NGG4	A0A8M3ALT7
Q8NGG8	A0A8M3ALT7
Q8NGH3	A0A8M3ALT7
Q8NGI8	A0A8M3ALT7
Q8NGI9	A0A8M3ALT7
Q8NGJ0	A0A8M3ALT7
Q8NGM8	A0A8M3ALT7
Q8NGM9	A0A8M3ALT7
Q8NGN0	A0A8M3ALT7
Q8NGN3	A0A8M3ALT7
Q8NGN4	A0A8M3ALT7
Q8NGN6	A0A8M3ALT7
Q8NGP2	A0A8M3ALT7
Q8NGP3	A0A8M3ALT7
Q8NGP4	A0A8M3ALT7
Q8NGP6	A0A8M3ALT7
Q8NGP8	A0A8M3ALT7
Q8NGP9	A0A8M3ALT7
Q8NGQ1	A0A8M3ALT7
Q8NGQ2	A0A8M3ALT7
Q8NGQ3	A0A8M3ALT7
Q8NGQ6	A0A8M3ALT7
Q8NGR2	A0A8M3ALT7
Q8NGR5	A0A8M3ALT7
Q8NGR8	A0A8M3ALT7
Q8NGR9	A0A8M3ALT7
Q8NGS0	A0A8M3ALT7
Q8NGS2	A0A8M3ALT7
Q8NGS3	A0A8M3ALT7
Q8NGS4	A0A8M3ALT7
Q8NGS6	A0A8M3ALT7
Q8NGS9	A0A8M3ALT7
Q8NGT1	A0A8M3ALT7
Q8NGV0	A0A8M3ALT7
Q8NGX0	A0A8M3ALT7
Q8NGX6	A0A8M3ALT7
Q8NGX8	A0A8M3ALT7
Q8NGX9	A0A8M3ALT7
Q8NGY5	A0A8M3ALT7
Q8NGY6	A0A8M3ALT7
Q8NGZ4	A0A8M3ALT7
Q8NGZ6	A0A8M3ALT7
Q8NH10	A0A8M3ALT7
Q8NH40	A0A8M3ALT7
Q8NH48	A0A8M3ALT7
Q8NH50	A0A8M3ALT7
Q8NH79	A0A8M3ALT7
Q8NH81	A0A8M3ALT7
Q8NH85	A0A8M3ALT7
Q8NH92	A0A8M3ALT7
Q8NH93	A0A8M3ALT7
Q8NH94	A0A8M3ALT7
Q8NHA6	A0A8M3ALT7
Q8WZ94	A0A8M3ALT7
Q96KK4	A0A8M3ALT7
Q96R08	A0A8M3ALT7
Q96R09	A0A8M3ALT7
Q96R84	A0A8M3ALT7
Q96RB7	A0A8M3ALT7
Q96RD1	A0A8M3ALT7
Q9GZK3	A0A8M3ALT7
Q9GZK6	A0A8M3ALT7
Q9H207	A0A8M3ALT7
Q9H208	A0A8M3ALT7
Q9H209	A0A8M3ALT7
Q9H210	A0A8M3ALT7
Q9NZP0	A0A8M3ALT7
Q9NZP2	A0A8M3ALT7
Q9UGF6	A0A8M3ALT7
Q9Y3N9	A0A8M3ALT7
A6NDR6	Q90ZE3
A8K0S8	Q90ZE3
Q99687	Q90ZE3
A6NF01	F1R543
A8CG34	F1R543
Q96HA1	F1R543
Q96KW2	F1R543
A6NFT4	A0A8M3B9K7
Q96M95	A0A8M3B9K7
A6NGE4	F1QF18
P0C7V8	F1QF18
Q5TAQ9	F1QF18
A6NHG4	Q6IQL4
P30046	Q6IQL4
A6NHR8	A0PJQ6
Q5HY64	A0PJQ6
Q5JRC9	A0PJQ6
Q6ZV65	A0PJQ6
Q8NA70	A0PJQ6
A6NI72	Q4Z8P3
A8MVU1	Q4Z8P3
P14598	Q4Z8P3
A6NIZ1	Q6TEN1
P61224	Q6TEN1
A6NJ78	A0A8N7T6Y6
P0C7V9	A0A8N7T6Y6
A6NKQ9	Q6TCF5
P01229	Q6TCF5
P0DN86	Q6TCF5
P0DN87	Q6TCF5
Q6NT52	Q6TCF5
A6NKT7	A0A8M9QJW3
O14715	A0A8M9QJW3
P0DJD0	A0A8M9QJW3
P0DJD1	A0A8M9QJW3
P49792	A0A8M9QJW3
Q7Z3J3	A0A8M9QJW3
Q99666	A0A8M9QJW3
A6NL82	E7FBI9
Q6ZVS7	E7FBI9
A6NM10	Q0IIQ6
Q8IXF9	Q0IIQ6
A8K0Z3	A4IG59
A8MWX3	A4IG59
C4AMC7	A4IG59
Q6VEQ5	A4IG59
Q9NQA3	A4IG59
A8MPP1	F1R345
Q92771	F1R345
Q96FC9	F1R345
A8MT19	Q6TNR1
Q8IUC4	Q6TNR1
A8MT33	B3DFT5
Q8N0S2	B3DFT5
A8MUH7	F1QTX0
Q5T2W1	F1QTX0
A8MUU9	A0A8M2BB78
Q9UF83	A0A8M2BB78
A8MVJ9	Q7SXS8
Q9NWY4	Q7SXS8
A8MWD9	A0A8M1N2G4
P62308	A0A8M1N2G4
A8MWL7	Q0P436
Q9NUH8	Q0P436
Q9P0S9	Q0P436
B2RC85	Q08CH7
P0C881	Q08CH7
B2RNN3	A0A8M2B9M2
P0C862	A0A8M2B9M2
B3KU38	Q568A8
P0DPB3	Q568A8
B5ME19	Q6PFQ2
Q99613	Q6PFQ2
B7U540	A0A0R4ICH9
Q14500	A0A0R4ICH9
B7ZAQ6	E7FB29
P0CG08	E7FB29
C9J798	A0A0R4IE78
O43374	A0A0R4IE78
C9JQL5	A5WUL9
P13164	A5WUL9
Q01628	A5WUL9
Q01629	A5WUL9
E9PQ53	Q5BJK4
O95298	Q5BJK4
G2XKQ0	Q7SZR5
P63165	Q7SZR5
G9CGD6	A8WG10
Q6P9H4	A8WG10
H0Y354	B0S6J4
Q5TYM5	B0S6J4
Q6L9T8	B0S6J4
Q86X60	B0S6J4
O00337	A0A8M2B698
O43868	A0A8M2B698
O00507	A0A8M2BF50
Q93008	A0A8M2BF50
O14604	Q45QT2
P62328	Q45QT2
O14607	A0A8M2BF90
O15550	A0A8M2BF90
O14656	A0A8M1NXL2
O14657	A0A8M1NXL2
O14810	A0A8M2BKM7
Q6PUV4	A0A8M2BKM7
O14925	A0A0J9YJ60
Q5SRD1	A0A0J9YJ60
O14925	Q7T2P6
Q5SRD1	Q7T2P6
O14974	Q6DRG7
O60237	Q6DRG7
O15027	A0A8M9P971
Q96JE7	A0A8M9P971
O15217	F1R4Z8
P08263	F1R4Z8
P09210	F1R4Z8
Q16772	F1R4Z8
Q7RTV2	F1R4Z8
O15541	Q6DRF0
Q8IZP6	Q6DRF0
O43164	A0A8M3AZZ7
Q8NG27	A0A8M3AZZ7
O43451	A0A8M6Z206
P14410	A0A8M6Z206
Q2M2H8	A0A8M6Z206
O43488	Q6DHD5
O95154	Q6DHD5
Q8NHP1	Q6DHD5
O60814	Q6PC60
P06899	Q6PC60
P23527	Q6PC60
P33778	Q6PC60
P57053	Q6PC60
P58876	Q6PC60
P62807	Q6PC60
Q16778	Q6PC60
Q5QNW6	Q6PC60
Q93079	Q6PC60
Q99877	Q6PC60
Q99879	Q6PC60
Q99880	Q6PC60
O75106	A0A8M1N4I9
Q16853	A0A8M1N4I9
O75190	A0A8M3B1D6
Q7Z6W7	A0A8M3B1D6
O75474	Q9YI01
Q92837	Q9YI01
O75715	A0A8M1NIR5
P22352	A0A8M1NIR5
P59796	A0A8M1NIR5
O75828	Q7SYD0
P16152	Q7SYD0
O75964	Q6P6E0
Q7Z4Y8	Q6P6E0
O76054	A2BIR0
Q9UDX3	A2BIR0
Q9UDX4	A2BIR0
O76082	A0A0E4G213
Q9H015	A0A0E4G213
O95050	F1QUL7
P40261	F1QUL7
O95170	E7FEU4
Q5XX13	E7FEU4
O95239	Q6P9P4
Q2VIQ3	Q6P9P4
O95258	A0A8M6Z2Y9
Q5SVS4	A0A8M6Z2Y9
O95361	A0A8M1P9M9
Q309B1	A0A8M1P9M9
O95397	Q5U3N0
Q96JA3	Q5U3N0
O95452	Q503F4
P29033	Q503F4
O95803	A0A8M3BEW2
Q9H3R1	A0A8M3BEW2
O95944	A0A8M9Q7V8
Q6UXN2	A0A8M9Q7V8
O95997	B8A4J0
Q9NZH4	B8A4J0
Q9NZH5	B8A4J0
P00374	Q6IQS4
Q86XF0	Q6IQS4
P00558	Q7ZV29
P07205	Q7ZV29
P00747	A0A8M1PG22
P08519	A0A8M1PG22
P01023	A0A8M1PZW5
P20742	A0A8M1PZW5
Q6IE36	A0A8M1PZW5
P01023	A0A8M1QLT2
P20742	A0A8M1QLT2
Q6IE36	A0A8M1QLT2
P01178	Q8AV79
P01185	Q8AV79
P01178	Q8UUT8
P01185	Q8UUT8
P01241	Q1JQ34
P01242	Q1JQ34
P0DML2	Q1JQ34
P0DML3	Q1JQ34
Q14406	Q1JQ34
P01258	F1QIK6
P10092	F1QIK6
P01833	A0A8M1P621
Q8WWV6	A0A8M1P621
P01854	A0A8M9PGQ8
P01857	A0A8M9PGQ8
P01859	A0A8M9PGQ8
P01860	A0A8M9PGQ8
P01861	A0A8M9PGQ8
P01871	A0A8M9PGQ8
P01877	A0A8M9PGQ8
P02746	Q5XJ71
P02747	Q5XJ71
P02775	A0A8M1Q7Q0
P09341	A0A8M1Q7Q0
P10145	A0A8M1Q7Q0
P19875	A0A8M1Q7Q0
P02787	A0A8M1P0N7
P02788	A0A8M1P0N7
P04798	Q8UW07
P05177	Q8UW07
P05164	A0A8M1P4H4
P11678	A0A8M1P4H4
P22079	A0A8M1P4H4
P05187	Q4QRJ9
P09923	Q4QRJ9
P10696	Q4QRJ9
P05204	A0A8M1P318
Q15651	A0A8M1P318
P05204	Q3B732
Q15651	Q3B732
P05388	Q9PV90
Q8NHW5	Q9PV90
P07306	F8W3Q0
P07307	F8W3Q0
Q8IUN9	F8W3Q0
P07315	B0UYP0
P07316	B0UYP0
P07320	B0UYP0
P11844	B0UYP0
P07477	Q561Z7
P07478	Q561Z7
P35030	Q561Z7
Q8NHM4	Q561Z7
P07911	A0A8M9QIX6
P55259	A0A8M9QIX6
P08183	E7F1E3
P21439	E7F1E3
P08217	A0A8M9QDY3
P08218	A0A8M9QDY3
P08684	Q32LT1
P20815	Q32LT1
P24462	Q32LT1
Q9HB55	Q32LT1
P09429	Q66IB6
P26583	Q66IB6
P09651	A0A8M1P4F7
P51991	A0A8M1P4F7
P09758	Q568H0
P16422	Q568H0
P09912	A0A8M3B5G7
P40305	A0A8M3B5G7
Q96BM0	A0A8M3B5G7
Q9H2X8	A0A8M3B5G7
P0C0L4	F1Q4X5
P0C0L5	F1Q4X5
P0C5J1	Q5XJN3
Q8N7N1	Q5XJN3
Q96G04	Q5XJN3
P0C7P4	A7MCR1
P47985	A7MCR1
P0C7U3	E7EZI4
Q9H8X9	E7EZI4
P0CW24	A0A8M9PH71
Q8ND90	A0A8M9PH71
Q96BY2	A0A8M9PH71
Q96PV4	A0A8M9PH71
Q9UL41	A0A8M9PH71
Q9UL42	A0A8M9PH71
P0DI81	Q08CN0
P0DI82	Q08CN0
P0DJI8	Q642J9
P0DJI9	Q642J9
P0DN25	E7FBK8
Q96EU7	E7FBK8
P0DP23	Q6PI52
P0DP24	Q6PI52
P0DP25	Q6PI52
P0DPD6	A0A8M6YUW2
P0DPD8	A0A8M6YUW2
P10266	A0A8M9Q1J9
P63128	A0A8M9Q1J9
P63132	A0A8M9Q1J9
P63133	A0A8M9Q1J9
P63135	A0A8M9Q1J9
P63136	A0A8M9Q1J9
Q9BXR3	A0A8M9Q1J9
Q9QC07	A0A8M9Q1J9
Q9UQG0	A0A8M9Q1J9
Q9WJR5	A0A8M9Q1J9
P13385	A0A8M1PBB6
P51864	A0A8M1PBB6
P13866	Q6NWE6
Q9NY91	Q6NWE6
P14207	A5PLB2
P15328	A5PLB2
P41439	A5PLB2
P14778	A0A8M9Q5Q6
Q01638	A0A8M9Q5Q6
P15531	A0A8M6Z292
P22392	A0A8M6Z292
P16562	A0A8M6Z1E8
P54108	A0A8M6Z1E8
P17213	A0A8M1Q233
P18428	A0A8M1Q233
P17612	A0A8M2BIA6
P22694	A0A8M2BIA6
P17612	Q6DBV8
P22694	Q6DBV8
P19438	E7FDJ7
Q93038	E7FDJ7
P20382	C9W8C3
Q16048	C9W8C3
Q9BQD1	C9W8C3
P21127	A0A8M3BC62
Q9UQ88	A0A8M3BC62
P21397	Q6NSN2
P27338	Q6NSN2
P21675	A0A8M9Q3C1
Q8IZX4	A0A8M9Q3C1
P22760	E7F2W1
Q6P093	E7F2W1
P23468	A0A8M9PJX4
Q13332	A0A8M9PJX4
P24311	B3DJA6
Q8TF08	B3DJA6
P24386	Q6RFG0
P26374	Q6RFG0
P25024	A0A8M6Z0L3
P25025	A0A8M6Z0L3
P25942	A0A8M2B9J4
Q9Y6Q6	A0A8M2B9J4
P26927	Q90ZN6
Q2TV78	Q90ZN6
P27635	Q7ZV96
Q96L21	Q7ZV96
P28360	Q90455
P35548	Q90455
P28907	A0A8M9PGA1
Q10588	A0A8M9PGA1
P31689	A0A8M9PNG1
Q8WW22	A0A8M9PNG1
P31689	Q803K1
Q8WW22	Q803K1
P32189	A0A8M3AIJ0
Q14409	A0A8M3AIJ0
Q14410	A0A8M3AIJ0
P33240	A0A8M3AHX3
Q9H0L4	A0A8M3AHX3
P33681	A0A8M9P7K8
P42081	A0A8M9P7K8
P34820	A0A8N7V0N2
Q7Z5Y6	A0A8N7V0N2
P35218	A8KB74
Q9Y2D0	A8KB74
P35498	F1QXF5
Q99250	F1QXF5
Q9NY46	F1QXF5
A6NMZ7	A0A8M3B8A2
A6NMZ7	A0A8M6YSX4
A8TX70	A0A8M3B8A2
A8TX70	A0A8M6YSX4
A6NN14	A0A8M9PRG0
A6NN14	A0A8M9PVT6
A6NN14	A0A8M9PVK5
A6NN14	A0A8M9Q6Z1
A6NN14	A0A8M9QB88
A6NN14	A0A8M9Q6U6
A6NN14	A0A8M9Q1L1
A6NN14	A0A8M9PVQ8
A6NN14	A0A8M9PGW1
A6NN14	A0A8M9PW66
A6NN14	A0A8M9QCG6
A6NN14	A0A8M9Q7E9
A6NN14	A0A8M9QCG2
A6NN14	A0A8M9Q1G5
A6NN14	A0A8M9Q6Q7
A6NN14	A0A8M9Q1P2
A6NN14	A0A8M9PIR6
A6NN14	A0A8M9PWE4
A6NN14	A0A8M9Q737
A6NN14	A0A8M9QC86
A6NN14	A0A8M9QC16
A6NN14	A0A8M6YXH4
A6NN14	A0A8M9QCX9
A6NN14	A0A8M6Z5Z1
A6NN14	A0A8M9PUX2
A6NN14	A0A8M9Q5Q7
A6NN14	A0A8M9QCX6
A6NN14	A0A8M6Z073
A6NN14	A0A8M9PNH9
O43345	A0A8M9PRG0
O43345	A0A8M9PVT6
O43345	A0A8M9PVK5
O43345	A0A8M9Q6Z1
O43345	A0A8M9QB88
O43345	A0A8M9Q6U6
O43345	A0A8M9Q1L1
O43345	A0A8M9PVQ8
O43345	A0A8M9PGW1
O43345	A0A8M9PW66
O43345	A0A8M9QCG6
O43345	A0A8M9Q7E9
O43345	A0A8M9QCG2
O43345	A0A8M9Q1G5
O43345	A0A8M9Q6Q7
O43345	A0A8M9Q1P2
O43345	A0A8M9PIR6
O43345	A0A8M9PWE4
O43345	A0A8M9Q737
O43345	A0A8M9QC86
O43345	A0A8M9QC16
O43345	A0A8M6YXH4
O43345	A0A8M9QCX9
O43345	A0A8M6Z5Z1
O43345	A0A8M9PUX2
O43345	A0A8M9Q5Q7
O43345	A0A8M9QCX6
O43345	A0A8M6Z073
O43345	A0A8M9PNH9
Q05481	A0A8M9PRG0
Q05481	A0A8M9PVT6
Q05481	A0A8M9PVK5
Q05481	A0A8M9Q6Z1
Q05481	A0A8M9QB88
Q05481	A0A8M9Q6U6
Q05481	A0A8M9Q1L1
Q05481	A0A8M9PVQ8
Q05481	A0A8M9PGW1
Q05481	A0A8M9PW66
Q05481	A0A8M9QCG6
Q05481	A0A8M9Q7E9
Q05481	A0A8M9QCG2
Q05481	A0A8M9Q1G5
Q05481	A0A8M9Q6Q7
Q05481	A0A8M9Q1P2
Q05481	A0A8M9PIR6
Q05481	A0A8M9PWE4
Q05481	A0A8M9Q737
Q05481	A0A8M9QC86
Q05481	A0A8M9QC16
Q05481	A0A8M6YXH4
Q05481	A0A8M9QCX9
Q05481	A0A8M6Z5Z1
Q05481	A0A8M9PUX2
Q05481	A0A8M9Q5Q7
Q05481	A0A8M9QCX6
Q05481	A0A8M6Z073
Q05481	A0A8M9PNH9
B7ZW38	A0A8M9QBR5
B7ZW38	A0A8M9Q728
P07910	A0A8M9QBR5
P07910	A0A8M9Q728
B2RXH8	A0A8M9QBR5
B2RXH8	A0A8M9Q728
O60812	A0A8M9QBR5
O60812	A0A8M9Q728
P0DMR1	A0A8M9QBR5
P0DMR1	A0A8M9Q728
C9JRZ8	Q6IQU1
C9JRZ8	Q1JPZ2
O60218	Q6IQU1
O60218	Q1JPZ2
O00292	Q9W6I7
O00292	Q9PW55
O75610	Q9W6I7
O75610	Q9PW55
O00748	Q08BF1
O00748	A0A8M9PPJ2
O00748	A0A8M1N9N2
O00748	A0A8M9PZ17
Q6UWW8	Q08BF1
Q6UWW8	A0A8M9PPJ2
Q6UWW8	A0A8M1N9N2
Q6UWW8	A0A8M9PZ17
O15162	A0A8M1NE83
O15162	Q6NY24
Q9NRY7	A0A8M1NE83
Q9NRY7	Q6NY24
O15523	Q6PBB2
O15523	A0A8M9QFI7
O15523	A0A8M2BG36
O15523	B0S6P6
O00571	Q6PBB2
O00571	A0A8M9QFI7
O00571	A0A8M2BG36
O00571	B0S6P6
O15529	A0A8M1NC42
O15529	A0A8M6YSZ6
O15529	A0A8M9P8Q0
O15529	A0A8M6YVB4
O15529	A0A8M6Z1W1
O14843	A0A8M1NC42
O14843	A0A8M6YSZ6
O14843	A0A8M9P8Q0
O14843	A0A8M6YVB4
O14843	A0A8M6Z1W1
O43760	A0A8M1NC39
O43760	A1L1F7
A8MWL6	A0A8M1NC39
A8MWL6	A1L1F7
O60656	D3XD69
O60656	F1R1P2
O60656	D3XD60
O60656	A0A8M1NVN7
O60656	D3XD65
O60656	D3XD63
O60656	Q561S7
O60656	D3XD61
O60656	A0A8M1N813
O60656	D3XD67
Q9HAW9	D3XD69
Q9HAW9	F1R1P2
Q9HAW9	D3XD60
Q9HAW9	A0A8M1NVN7
Q9HAW9	D3XD65
Q9HAW9	D3XD63
Q9HAW9	Q561S7
Q9HAW9	D3XD61
Q9HAW9	A0A8M1N813
Q9HAW9	D3XD67
P22310	D3XD69
