A0PK11	A0A2I3RH01
Q6ZMI0	H2QHW3
Q13467	H2QJA9
P61599	H2QK14
Q9UKD1	H2QKT1
Q13356	H2QLB3
P13725	H2QLG9
O60739	H2QMC4
P61225	H2QNL9
Q5H8A4	H2QP26
O75311	H2QQG1
P30740	H2QS76
O95989	H2QSU7
P78330	H2QUL8
P17029	H2QV13
A6NCS4	H2QVW7
Q96K31	H2QWN7
Q9Y4X3	H2QX70
Q5RL73	H2QZF7
Q6UXN7	H2R0M3
Q9H2W1	H2R0U1
Q8TBZ8	H2R1T8
Q8TAV3	H2R2H0
Q96ST3	H2R491
O75167	H2R6W8
Q5TEZ5	H2R739
Q494U1	H2R9L1
Q9BQS6	H2R9Q2
Q6X4U4	H2RCY3
Q96GE6	H2RD18
Q8N883	H2RDI2
A0A1B0GV85	H2REK3
Q96NT0	H2RHE3
O14744	K6ZQM6
O00193	K7B5R6
Q8IVH2	K7B8H1
Q99757	K7C2U9
Q969K4	K7CAC7
Q9NS66	K7CDC8
Q9UDW1	K7D6S1
Q92581	K7DL50
P02753	P61641
P49221	Q3I1X6
Q9GZV1	A0A2I3RBH6
P41217	A0A2I3RBW2
A0A0A0MS14	A0A2I3RCM2
Q96L94	A0A2I3RTE9
Q7Z5M5	A0A2I3RY92
H3BQJ8	A0A2I3S7S9
P11234	A0A2I3SBC2
O75344	A0A2I3SJ73
Q13477	A0A2I3SS71
O00142	A0A2I3SSY1
Q9NW75	A0A2I3T589
Q9NR11	A0A2I3T5Y1
Q5T215	A0A2I3TA38
Q5T7P8	A0A2I3TE17
Q13126	A0A2I3TEW5
Q9Y6M7	A0A2I3TJ38
Q14624	A0A2I3TLW2
Q96EB1	A0A2I3TX66
Q8N998	A0A2I3TXR4
P38405	A0A2J8JZL6
Q9NSA1	A0A2J8K2A2
P04798	A0A2J8KRU7
P61313	A0A2J8NPH5
Q5VW36	A0A2J8QSI1
Q86XD5	A0A2J8QUH8
Q4QY38	A0A2K6I1W9
Q9BXB7	G2HJC2
O95405	H2PZ11
P19320	H2PZH7
P14543	H2Q1E0
Q86UD1	H2Q4Z1
Q86SJ2	H2Q5S1
P14384	H2Q6F7
Q8N5U6	H2Q715
P20292	H2Q7D6
Q9BQD7	H2QA84
O60861	H2QC96
Q96QA6	H2QDK2
A6NMK7	H2QDS1
P15498	H2QF58
O00116	H2QJ17
Q9NSI6	H2QL12
Q92737	H2QLF9
P14317	H2QN71
O75165	H2QND9
Q8N412	H2QPX1
Q6UX04	H2QQZ4
Q9UHB7	H2QRH1
P04150	H2QRP6
Q15208	H2QSW7
Q9UGP8	H2QTI0
Q76EJ3	H2QXI6
P51805	H2QZB0
P04217	H2R119
Q86YB8	H2R1J8
Q6ZTR5	H2R4S3
Q8IV77	H2R5L2
Q5T749	H2R8M8
P43088	H2R8Y6
A6NG13	H2R9X8
P55774	H2RAU7
Q9P212	H2RB55
P23588	K7B3H0
Q8TCU6	K7B9U0
Q8TEA7	K7BBM9
P26038	K7BGD7
Q9NS23	K7BYY4
Q92499	K7CBC7
P49006	K7D767
P53671	K7D809
O15182	K7D841
Q8IW35	K7DTB2
P14416	P60026
Q8N0V4	Q1EGL1
Q9H1M4	Q30KK1
Q8NES8	Q30KK4
Q9Y5H1	Q5DRB8
Q9NY33	A0A2I3RHB0
Q13428	A0A2I3RVL9
Q9NZ94	A0A2I3RYY1
Q969F8	A0A2I3RZ79
Q9BTP6	A0A2I3SB93
A0A1B0GWK0	A0A2I3SLC8
Q969M7	A0A2I3TDU6
A0A1B0GVH6	A0A2I3TK58
A8MWA4	A0A2I3TSV0
Q8IWN7	A0A2I3TT45
Q9BZZ5	A0A2I3TUG0
Q86YQ2	A0A2I3TUM4
Q9UQ05	A0A2J8KFY6
P02794	A0A2J8LDE9
Q6IQ19	A0A2J8M6G1
Q9Y5L5	A0A2J8Q316
O00622	A5A6L1
Q8NA77	G2HJ07
Q9Y2W3	H2PXX9
Q96LR2	H2PYY4
Q96P20	H2Q1G8
O14925	H2Q1W6
O75436	H2Q203
Q9UQ13	H2Q2K4
Q969G5	H2Q318
Q9BSJ1	H2Q3K0
Q9Y2M0	H2Q925
Q9BRF8	H2QAL8
Q9NVC3	H2QB88
Q86YT5	H2QC13
Q8N6W0	H2QEY4
Q9BTN0	H2QG51
Q12901	H2QGI7
Q9Y240	H2QGY4
Q86Y97	H2QH60
Q9UM73	H2QHP7
Q9P2N6	H2QID2
Q13304	H2QIP2
O43929	H2QIT1
A6NFY4	H2QJ57
P18065	H2QJD5
Q9Y4P9	H2QJW3
Q9NQG1	H2QKB3
Q9NYK6	H2QKV4
Q9UKF5	H2QQG2
P24387	H2QR43
O94874	H2QTF3
P40926	H2QUS9
Q13077	H2QXT0
Q06787	H2QZ72
Q9NRM2	H2QZN3
Q7Z6K4	H2R2I1
Q13585	H2R4H9
O43889	H2R6P4
Q9BXQ6	H2R741
Q6Y1H2	H2R830
P35125	H2RB22
Q9H9Q4	H2RBL4
Q8TCD1	H2RBX0
P52888	H2RCT9
Q9GZP1	H2RES5
Q9HCM7	H2RF31
Q8N1D0	H2RF41
Q8IXI1	K6ZVR3
O94919	K6ZY85
O75044	K7AGG6
Q8N584	K7AJM9
P49771	K7ALE4
Q8ND76	K7BZJ5
Q8NHX9	K7CUS7
P49757	K7DU68
P61647	P61648
Q9BWW7	A0A2I3RR03
Q8N4Y2	A0A2I3RRM7
A0A8I5KY20	A0A2I3RXP2
O15234	A0A2I3S047
Q08117	A0A2I3S2S2
P61964	A0A2I3S4J1
Q9UQD0	A0A2I3S540
Q9H9T3	A0A2I3S5L2
Q3MHD2	A0A2I3S7Y8
Q7Z5P4	A0A2I3S9Y5
P07197	A0A2I3SA52
Q8IXF0	A0A2I3SDK5
Q9HAC7	A0A2I3SN66
Q5SW79	A0A2I3SRG9
A6NJG2	A0A2I3SSY5
Q96JM3	A0A2I3SX06
Q9Y2D4	A0A2I3THJ6
Q96PL5	A0A2I3TLF3
Q9NRA1	A0A2I3TN25
Q8IX21	A0A2I3TPT9
Q86SG7	A0A2J8IRJ4
I3L273	A0A2J8K2M2
Q13761	A0A2J8K3P9
Q8NGX9	A0A2J8K5P8
Q6QEF8	A0A2J8LIL3
Q7Z5A9	A0A2J8P7A3
Q9ULZ2	A0A2J8PEZ1
Q5T4S7	H2PY68
Q8N300	H2PYT9
O60635	H2PYY2
P48165	H2PZV2
O95749	H2Q1D7
Q6UWK7	H2Q266
Q92537	H2Q8I8
Q6P4F7	H2Q931
Q96B77	H2QAJ5
Q15041	H2QAN2
Q32MK0	H2QB15
Q9P2J9	H2QBA2
P36383	H2QD76
P30260	H2QDA0
O43791	H2QDD5
Q8IWB6	H2QDJ5
Q86WC6	H2QE31
Q9NRC8	H2QE37
Q6PIF2	H2QFH6
P53567	H2QG02
Q13287	H2QIT8
Q9UEW8	H2QIX4
P49915	H2QNM5
P12645	H2QPS3
Q96LM5	H2QQD1
P02748	H2QQT0
Q9NP62	H2QT75
O60443	H2QUA3
O75127	H2QV03
Q9UPQ4	H2QVX7
Q86XK7	H2QYZ7
P10828	H2R3K3
Q9NSA3	H2R3P1
P07948	H2R453
Q86UY6	H2R5B5
O60293	H2R788
Q9Y235	H2R7B7
Q9NY57	H2RAC1
Q2M3C7	H2RBF7
A8MTQ0	H2RBR1
Q9BWE0	H2RDW5
A8MX34	H2RGZ0
P15848	K7B3C4
P09234	K7CKJ6
Q6ICL7	K7DIY5
P13591	A0A2I3RBL7
P37275	A0A2I3RDQ4
P51659	A0A2I3RFV5
Q96PL2	A0A2I3RJT6
Q3MIW9	A0A2I3RQV8
A4D1S0	A0A2I3RYA1
A0A1B0GWG4	A0A2I3S2Z8
Q8N307	A0A2I3SNX2
O15519	A0A2I3SPU3
P51168	A0A2I3SU17
Q02952	A0A2I3T0Z5
Q4J6C6	A0A2I3T5V5
Q9ULV8	A0A2I3T7P1
D6RGX4	A0A2I3TI65
A0A2R8Y7D0	A0A2I3TNN7
P27930	A0A2J8ISF1
Q96MC4	A0A2J8K7Z9
P01213	A0A2J8MS47
Q9HBT6	A0A2J8NDG6
O95436	A0A2J8NW03
Q8N7R0	A2T763
Q86UD5	G2HJC8
P28908	H2PY19
Q6ZN32	H2Q0A8
Q96PJ5	H2Q0A9
Q8NHC7	H2Q1H9
Q6T423	H2Q3X6
P30279	H2Q584
P36941	H2Q5A2
Q8IY45	H2Q5P3
Q9BQE3	H2Q5V0
Q00537	H2Q6N5
Q6NS38	H2Q6U0
Q0VAA2	H2Q8P1
O00409	H2Q8R8
Q96BM1	H2Q8Y2
Q9NVM6	H2Q969
P83436	H2QAR7
Q6GPH4	H2QC14
Q04771	H2QIU9
Q15858	H2QIX3
Q9NPJ1	H2QJY8
Q96D46	H2QNN7
O95210	H2QPQ7
Q9BVK6	H2QS43
Q9UFC0	H2QV59
Q16790	H2QX86
Q9H1U4	H2QXS7
Q9BYP7	H2QYN5
Q14147	H2QZD9
C9JBD0	H2R118
Q13093	H2R288
P19801	H2R2M5
Q86V24	H2R337
Q9P218	H2R3F1
Q96J01	H2R3N4
Q9UJX3	H2R3S6
O95373	H2R5K6
A8K8P3	H2R705
Q9H0K6	H2R7C1
Q9C009	H2R7P4
A6NE02	H2R9E7
Q9UL68	H2RBH5
Q8NH79	H2RGV1
Q16647	K7C397
O75146	K7CDK7
Q92504	K7CJL9
P18146	K7CXB8
Q9Y294	K7DGJ1
Q9NX18	K7DGX8
Q13561	K7DHR4
O15466	P61646
O43674	Q0MQD8
Q5T230	A0A2I3RF33
Q5THR3	A0A2I3RFL3
Q96RT1	A0A2I3RFX1
P55058	A0A2I3RT48
Q8N0Z6	A0A2I3RW55
H3BNL1	A0A2I3S8N1
Q14694	A0A2I3SEX8
Q9C0D7	A0A2I3SUM1
A0A1W2PRP0	A0A2I3SV28
O43916	A0A2I3SV81
Q9HB58	A0A2I3SWV3
P32881	A0A2I3T4W8
O60885	A0A2I3TJ11
Q86V71	A0A2I3TVI6
O75534	A0A2J8JRX8
Q96DX5	A0A2J8KUA9
Q8TCC7	A0A2J8LDW6
Q9BV47	A0A2J8N820
Q9HC98	A0A2J8NC79
P52292	G2HEW9
Q6PEW0	G2HFW5
Q9H790	H2PYS3
P61326	H2PZ22
P02549	H2Q0C2
Q9BW04	H2Q111
Q14774	H2Q162
Q96Q83	H2Q3G1
Q14896	H2Q3I9
Q13206	H2Q4Q4
Q9BW62	H2Q7D4
O75113	H2QB24
Q2M2E3	H2QC79
Q86Y91	H2QD81
P62841	H2QEU6
Q6ZVX7	H2QG99
Q96GK7	H2QIC3
O60759	H2QIU7
P15882	H2QJ06
P49279	H2QJE7
Q9H8Y5	H2QJG4
P52756	H2QMN1
Q9BZV3	H2QN09
O96028	H2QP41
Q96B67	H2QR82
Q9NY93	H2QUI5
A4D1S5	H2QVH7
P11245	H2QVT5
O43182	H2QYA3
O60840	H2QYL4
Q9NVU7	H2QZJ2
Q9NVX7	H2R044
Q9Y6G3	H2R063
P09661	H2R145
Q9H6Y2	H2R2E5
Q13361	H2R2G8
A6NI61	H2R2T5
P27540	H2R3D7
O43295	H2R481
Q99680	H2R511
P25787	H2R5C6
Q96CN7	H2R5E6
P43005	H2R6U6
Q5TC63	H2R9Y5
Q9H5J8	H2RAP3
Q86UW8	H2RBQ7
Q27J81	H2RC71
Q16627	H2RD25
O43583	H2RE89
D6REC4	H2RH90
Q9BVI0	K7B2L3
P57775	K7B5K2
Q9H204	K7BCC3
P49795	K7BJR3
O00625	K7BN44
Q32M88	K7CGS7
Q8WW22	K7D1L4
Q9Y678	K7DE65
Q9BVG3	K7DPB6
Q86Y39	Q0MQC0
Q13459	A0A2I3RAH5
Q8N126	A0A2I3REI3
Q16514	A0A2I3RRS5
P43115	A0A2I3S2T0
P47756	A0A2I3S4X4
A0A096LNP1	A0A2I3S5M7
Q16690	A0A2I3S8P7
A1A4Y4	A0A2I3SJE4
Q96I99	A0A2I3SQ35
Q16820	A0A2I3SW10
Q9BZP6	A0A2I3SW40
A0A0U1RQF7	A0A2I3SW72
Q5T953	A0A2I3TU53
P17516	A0A2J8KTV4
Q16670	A0A2J8NWS0
Q86XN6	A0A2J8Q7J4
Q8WXQ8	A0A2J8QTA9
P13693	A5A6K2
Q99836	B3Y678
Q5T0D9	H2PXV8
Q9H4B4	H2PYW5
Q9NWV4	H2PZ21
Q5T5A8	H2Q009
O76095	H2Q046
Q92615	H2Q1I9
O60870	H2Q1L5
Q14690	H2Q2I8
Q9H0U4	H2Q460
Q8IZL2	H2Q4L2
Q12931	H2QAH2
O95976	H2QAQ5
Q9Y5N6	H2QB14
Q496H8	H2QBD0
P23434	H2QBK8
Q99988	H2QFT1
O43493	H2QI88
Q9NZJ5	H2QIB3
P48539	H2QL15
Q5DID0	H2QL23
P61218	H2QLN0
P09110	H2QMA8
Q96MT8	H2QNF1
Q16880	H2QQ26
Q70JA7	H2QRF5
Q9NY25	H2QVI6
Q9H7S9	H2QW06
Q9P015	H2QW61
Q96P66	H2QZ65
Q13702	H2R056
Q9UQE7	H2R1R2
Q96CM4	H2R1V8
Q6SPF0	H2R2Z5
Q9BZ95	H2R3Q8
Q99942	H2R7G2
P17658	H2R7L1
P46094	H2R8C2
Q96DU3	H2R8I4
Q5FWF7	H2R8S4
Q9BV57	H2R901
O15525	H2R9C1
Q9H081	H2RCK4
Q8N4S7	H2RHA4
Q93050	K7AA39
Q14997	K7BAR3
Q07092	K7BGM3
Q6NSJ0	K7BGQ0
O76080	K7CGL8
Q9NR28	K7CIS5
Q02218	K7CRV4
Q9ULJ3	K7CS85
O94986	K7CZ39
Q6ZWT7	K7D3A7
Q9NVH6	K7DHL4
Q14135	K7DRX4
P51993	P56434
P51460	Q5CZK3
O75935	A0A2I3RSC3
Q8TCT6	A0A2I3RSV0
Q6ZUU3	A0A2I3S329
H3BPM6	A0A2I3S7B8
A0A1B0GTR0	A0A2I3SHZ7
Q4G1C9	A0A2I3SP59
Q08AE8	A0A2I3SQL1
Q9NX94	A0A2I3SSH1
A6NK02	A0A2I3SXR5
Q99525	A0A2I3SYG0
P25440	A0A2I3SZN5
Q6ZU35	A0A2I3T0I4
O75030	A0A2I3T7T7
P05549	A0A2I3TE14
P51692	A0A2I3TIT2
A0A1B0GVB3	A0A2I3TLL7
Q8WU43	A0A2I3TS38
Q9H5I5	A0A2I3TXC0
Q9P296	A0A2J8K1P1
Q9NPP4	A0A2J8L1X5
Q6UXS9	A0A2J8LBR9
Q05084	A0A2J8ME93
P0DMC3	A0A2J8MQH0
Q9H0E7	A0A2J8N0Q2
Q8IVJ8	A0A2J8NQ79
Q71RS6	A0A2J8NTC3
A4QPB2	A0A2J8QMY7
P01100	A5A6H0
O60507	G2HIM6
P49321	H2PYX6
Q96DC8	H2Q1L8
P22897	H2Q1P6
Q7LGC8	H2Q222
Q32M84	H2Q2P7
P46013	H2Q2S1
Q9UMS4	H2Q3T2
Q9H5J0	H2Q3W8
O43505	H2Q465
Q9BR76	H2Q487
P06727	H2Q4U2
O94850	H2Q5U5
P06576	H2Q695
P61088	H2Q6L8
O95475	H2Q8E7
Q9Y5K8	H2Q8H3
Q8NHR7	H2Q9C3
Q3ZCQ3	H2QA44
O43303	H2QAN6
P45381	H2QBW4
O00623	H2QCP9
P78356	H2QCT4
Q99426	H2QG58
O95573	H2QJI4
Q96J86	H2QKV9
P57060	H2QKW4
P35520	H2QL34
Q9Y6W3	H2QM47
Q8IZA3	H2QNC6
Q9BUD6	H2QP32
Q8N264	H2QPU1
Q96HC4	H2QPW7
Q15800	H2QQE3
Q7Z3K6	H2QQX8
Q08828	H2QUJ4
Q86WN2	H2QX28
Q8NCN2	H2QXW8
Q9H707	H2QZD4
Q969H6	H2R0L7
Q9C0B7	H2RA28
Q6UWM9	H2RA41
Q14195	H2RC76
P51452	H2RGU9
Q9Y2S6	H2RHM5
Q03519	K7AS89
O14907	K7C2Z3
Q7Z4F1	K7C8J1
P08133	K7CJX0
P18847	K7D430
Q8N7A1	K7DEC5
Q10981	O77485
P61073	P61072
P60508	P61557
P00338	Q5R1W9
P0DMW3	A0A2I3RBT8
Q8N6L7	A0A2I3RBV3
O94972	A0A2I3RKX5
Q96G42	A0A2I3RR06
A6NFI3	A0A2I3RW60
O60262	A0A2I3RWN8
Q3KP22	A0A2I3S030
Q8WW34	A0A2I3S468
O14983	A0A2I3S5K1
P17036	A0A2I3S8R7
Q9BRK3	A0A2I3T3T5
P42336	A0A2I3T7A8
Q15434	A0A2I3THQ7
Q96AA8	A0A2I3TKQ4
Q9ULB1	A0A2I3TL95
O43447	A0A2I3TWZ5
P01344	A0A2J8JV47
P78317	A0A2J8K6K8
Q8NGH9	A0A2J8P6L9
Q6P461	A0A2J8PDZ5
O75843	A0A2J8QK59
Q8WYN0	G2HGQ3
Q9NRK6	H2Q1B1
Q8WXS8	H2Q218
Q14152	H2Q2N4
P04234	H2Q4W0
Q502W7	H2Q6N1
Q15398	H2Q8C6
Q6PD74	H2Q9N9
P61421	H2QBB6
O60479	H2QDE2
Q67FW5	H2QE62
Q8TDF5	H2QEP5
Q9UBQ5	H2QG88
Q6UX46	H2QHD0
Q5I0X7	H2QHH4
Q504Y2	H2QHT1
Q13615	H2QLG7
Q86YW9	H2QNL1
P18505	H2QPE8
Q96PX9	H2QQK1
Q9NQX0	H2QRE3
Q8NC54	H2QRH4
P15924	H2QS97
Q4ZHG4	H2QTZ4
Q8NCT3	H2QUF4
P61952	H2QUY0
P47898	H2QVN5
Q9HCK0	H2QXU9
P21397	H2QYH5
Q9UBI6	H2QZN8
Q9UPV7	H2QZZ6
Q9BUN1	H2R036
P43234	H2R0D1
O43174	H2R2R5
Q9BY49	H2R656
P82094	H2RDU3
A6NCI8	H2RFG5
B9A064	H2RGH5
P05161	H2RH79
Q15847	K7A2I9
A6ND36	K7B029
Q96EM0	K7B1Q6
Q9Y5V3	K7BGA9
Q9Y2E8	K7BUB8
Q04656	K7CAA6
Q99623	K7CG54
P42126	K7CJH4
P52198	K7D957
Q9UPT5	K7DKW2
Q9UBV7	Q2HPN5
P03928	Q35647
Q5GH70	Q49LR9
Q96HZ7	Q68US6
Q8WWH4	Q8WMX6
P50591	A0A0U5J5G6
Q00872	A0A2I3RHN5
O75954	A0A2I3RIG1
Q9HAJ7	A0A2I3RN32
Q5T4F7	A0A2I3RRQ1
P13942	A0A2I3RUR0
Q14692	A0A2I3S1M1
Q5JS13	A0A2I3S443
O60939	A0A2I3S507
Q9NYF5	A0A2I3SBA8
Q92600	A0A2I3SF54
Q9Y3A6	A0A2I3SJ70
Q9HCN6	A0A2I3SRG0
Q9UMS6	A0A2I3SSE8
P46098	A0A2I3SZC7
Q96CH1	A0A2I3T714
Q14679	A0A2I3TD20
Q9H267	A0A2I3TDR5
Q86VX2	A0A2I3TG85
Q9UBK9	A0A2I3TKK0
Q8N568	A0A2I3TVT1
Q96JP9	A0A2J8KIM7
Q92667	A0A2J8MFD2
P43080	A0A2J8NZW3
Q9H3U5	A0A2J8P210
Q9C0A0	A0A2J8Q655
B7Z3J9	A0A2J8QS37
Q96LB8	H2Q025
Q8NBI5	H2Q3P0
P26641	H2Q3V7
O00534	H2Q509
Q8TE58	H2Q550
P78369	H2Q7Q2
Q68DK2	H2Q8I0
P57789	H2Q8R2
Q70CQ4	H2QAR4
Q14807	H2QAV4
P78415	H2QB38
P80297	H2QB58
P55087	H2QED7
Q68CJ9	H2QF07
Q96PD5	H2QFM5
Q9UK33	H2QH74
Q8IXH6	H2QK83
Q3LI63	H2QKX8
O43435	H2QL88
Q16589	H2QPR4
Q8N5K1	H2QPZ0
P48775	H2QQC2
O60645	H2QQK3
O95363	H2QS90
O15217	H2QT72
Q9Y239	H2QUD1
Q8WWF3	H2QVD4
Q96LL4	H2QVS1
Q2VYF4	H2QW17
P31025	H2QY54
Q8N0Z9	H2QZU2
O43543	H2R1S2
O60353	H2R2C6
Q7Z465	H2R2V1
Q9NZM6	H2R5B6
P41250	H2R5E9
Q9H7L9	H2RBE3
Q86W56	H2RDJ6
Q96GW9	K7AR51
Q9P013	K7BH91
P10916	K7CQW8
Q15326	K7CUR4
Q5XUX1	K7DBL8
P21217	O19058
P43034	Q5IS43
Q5H9J9	A0A2I3RKI8
Q13613	A0A2I3RQ29
Q9HBT8	A0A2I3RX11
O60336	A0A2I3S174
Q96GM5	A0A2I3S359
Q9Y236	A0A2I3S6M7
Q9UH77	A0A2I3SKI1
O76082	A0A2I3SM66
Q86TM6	A0A2I3SMW1
A8MZ59	A0A2I3T614
Q8NG84	A0A2I3T6L2
P39086	A0A2I3T979
P40238	A0A2I3TKA0
A0A1B0GVQ0	A0A2I3TKC1
Q8NDB2	A0A2I3TQX5
P25208	A0A2I3TVP5
Q8IY31	A0A2J8LHZ1
Q92686	A0A2J8N1P9
Q60I27	A0A2J8PAD9
Q8IZT8	A0A2J8PU13
O15355	G2HF14
P54646	H2PZ45
Q8NEQ5	H2PZN5
Q9Y2M5	H2Q0M8
Q9BZQ8	H2Q0S1
Q9NR31	H2Q211
P52849	H2Q243
Q9NQW1	H2Q2F5
Q9NXX6	H2Q2P5
Q9Y3B8	H2Q4T6
Q92673	H2Q4Z6
P37023	H2Q5Y5
Q13217	H2Q7Q3
Q7L576	H2Q913
P05386	H2Q9Q0
Q93100	H2QB20
Q02127	H2QBH6
Q9Y584	H2QBT5
O60256	H2QCE9
Q96CM8	H2QDF1
Q86XN8	H2QEU9
O14593	H2QFU8
Q8TAX0	H2QHH3
Q9H6V9	H2QHI0
Q8NDY6	H2QKR8
O75679	H2QLJ3
P33992	H2QLK2
Q9Y251	H2QPT5
O15018	H2QQQ0
P36959	H2QSC0
P49910	H2QSJ5
O95870	H2QSN6
Q9P032	H2QTF6
O95772	H2QUG2
P08236	H2QUN2
Q04837	H2QVI4
Q8N8Y2	H2QWD7
Q9BY10	H2QXP8
Q9Y399	H2QY53
Q99714	H2QYN3
Q15904	H2QZA8
Q9H9L4	H2R0B7
Q53GS7	H2R307
Q8IWE2	H2R324
Q5T7B8	H2R6Q4
Q96F45	H2R7N6
P06493	H2R7P8
Q12797	H2R9T3
Q9NRD0	H2RDU5
Q9UJ90	H2RFW5
Q8NEP9	H2RGS4
Q13636	H2RHY0
Q6KF10	K7A0F7
P49281	K7AGP5
Q96KN3	K7BFH4
Q9Y2K1	K7BIZ4
Q8TCC3	K7C0K8
Q9NXV2	K7CSJ0
O60826	K7D9U1
Q68EN5	K7DRX2
A0A096LPI5	A0A2I3RB84
Q8IZY2	A0A2I3REE5
Q8IXM2	A0A2I3RM51
P17861	A0A2I3RMV2
Q8WUH2	A0A2I3S4M6
Q9HB15	A0A2I3S4S2
Q9NZ09	A0A2I3SHW5
A0A286YFK9	A0A2I3SIR6
Q96HU8	A0A2I3SKK7
O95628	A0A2I3SL52
Q5JUR7	A0A2I3SM06
Q16698	A0A2I3SQB5
Q6UWW8	A0A2I3T320
Q8WVM7	A0A2I3TAP7
Q96GS6	A0A2I3TFZ6
Q9Y4X4	A0A2I3TG93
Q9UGF6	A0A2J8NWW8
Q9BZM3	A0A2J8PEL7
Q8TDF6	A0A2J8QF20
O15258	H2PXU7
O75911	H2PY21
Q9UQC9	H2PZB9
Q8TEY5	H2Q045
Q14746	H2Q1B6
Q9BSJ2	H2Q2T5
Q9Y4K3	H2Q3F3
A6NK58	H2Q4E2
Q9P2H0	H2Q4M2
Q9BQA5	H2Q4X8
Q8N682	H2Q6Q5
Q6P9F0	H2Q749
Q99538	H2Q8T5
P68032	H2Q943
Q99653	H2Q976
P62244	H2QAN1
Q9Y278	H2QAR3
Q14162	H2QBU2
Q9H808	H2QEX8
Q07869	H2QLW3
Q8IWF6	H2QMU5
Q8NET6	H2QNA2
Q8TF66	H2QP00
Q8IZQ1	H2QPU0
Q9UQ53	H2QS58
Q9H1Y0	H2QTH2
Q8NF91	H2QTX4
Q9NUM4	H2QU71
Q8TD06	H2QU79
P00750	H2QW33
Q9Y6D6	H2QW96
Q5VTQ0	H2QX08
Q13310	H2QZS4
Q5VT06	H2QZS6
Q9NYI0	H2R115
Q15486	H2R386
Q16650	H2R3Y6
Q5H9I0	H2R4J2
Q6ZMN8	H2R5D2
Q9NX61	H2R692
Q96RI0	H2R6B3
Q96A61	H2R7S7
Q8NGC7	H2R9G6
Q96A59	H2RA19
Q06587	K7A018
Q4FZB7	K7A6Y3
Q15369	K7AZJ3
Q5JS54	K7BZI5
Q15738	K7CN59
Q9H7Z6	K7DPR6
O14931	P61484
P01229	Q2Q1P2
Q01524	Q5G860
Q96BZ4	A0A2I3RAH0
H3BS89	A0A2I3RHX2
P46379	A0A2I3RNV6
Q6P6B7	A0A2I3RS16
A0A0A6YYD4	A0A2I3RXP8
Q0VD86	A0A2I3S397
Q96HA7	A0A2I3S9H1
Q96KD3	A0A2I3S9T8
Q5JQC9	A0A2I3SAQ8
P49810	A0A2I3SHN4
Q8IUB5	A0A2I3SM73
P08034	A0A2J8IK75
Q8NEK5	A0A2J8JLS1
Q9Y250	A0A2J8KI55
Q9H114	A0A2J8KX07
O95971	A0A2J8PWJ5
Q68G75	A0A2J8QW48
Q5T089	G2HE62
Q9NRG9	G2HED6
P30101	G2HFN6
P84243	G2HIR8
Q6ZP29	H2PY71
P82914	H2PYN6
Q6UWY5	H2Q339
Q15637	H2Q406
Q7Z4H8	H2Q4Q2
Q8N159	H2QD56
P11678	H2QDI6
Q96B23	H2QEH4
P29992	H2QEY0
P32314	H2QHW2
Q8IWJ2	H2QII3
Q8NFH5	H2QJ39
Q9HDC9	H2QK40
Q96L34	H2QL36
P78395	H2QLB6
P51178	H2QMA6
P78332	H2QMN0
Q3SXY8	H2QMY9
Q86XQ3	H2QRI6
Q8TAA5	H2QRR7
Q9NWX6	H2QRW8
Q6U7Q0	H2QSH9
Q96KK4	H2QSL2
O15131	H2QTM3
P63172	H2QTZ1
Q9NV58	H2QWI4
Q14534	H2QWP8
Q9Y283	H2QXL0
Q96M61	H2QYF3
Q16280	H2QZ85
P60410	H2QZQ1
Q1MSJ5	H2R0K1
Q7Z6B7	H2R1I1
Q8TAE6	H2R1S8
Q52LW3	H2R3H8
Q86T24	H2R4K5
P32248	H2R9P0
Q8N2G4	H2RCN4
D3W0D1	H2RES4
Q8TCP9	H2RES9
P29400	K7ARM1
Q8NG68	K7B4T7
Q8WZA1	K7BA23
Q9NY12	K7BE62
Q15042	K7BLE5
O95453	K7BWE4
Q9UI12	K7CGT2
O95684	K7CQB2
Q13601	K7CWD4
Q8TF74	K7D608
Q9GZY4	K7DGL1
Q86WG5	K7DTM0
Q12879	Q5IS45
P00740	Q95ND7
Q4KMQ2	A0A2I3RK99
O15294	A0A2I3RQW9
Q5TCY1	A0A2I3S8E4
Q96S16	A0A2I3S969
Q9UHK6	A0A2I3SA62
Q9BRP1	A0A2I3SF06
Q8IYB9	A0A2I3SF44
Q9HBY8	A0A2I3SHI2
Q5XXA6	A0A2I3SL13
Q96KV7	A0A2I3SPR5
Q00005	A0A2I3SQA4
O14654	A0A2I3SS11
Q9NR21	A0A2I3SSS4
Q6ZSN1	A0A2I3SU34
Q8N9I5	A0A2I3T1A7
Q92956	A0A2I3T1B2
Q8WUR7	A0A2I3T1B9
O75638	A0A2I3TCM6
A1L4K1	A0A2I3TCX2
Q07912	A0A2I3TMU8
O15482	A0A2J8INA1
O76039	A0A2J8IZ55
O00744	A0A2J8LQ46
Q76M96	A0A2J8M2Z0
Q8WUF5	A0A2J8PYK4
O15371	G2HHB2
Q96S53	H2PYX2
Q5T440	H2Q1A0
P04216	H2Q4Y7
O75317	H2Q7B8
Q4W4Y0	H2Q882
Q8NDG6	H2Q8Z7
Q4VC39	H2Q9R4
Q9UPX6	H2Q9X4
Q9Y2R4	H2QCS3
